Brand,Price,Currency,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
other,227.2,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","gebraucht - akzeptabel: geräte mit dieser einstufung weisen deutliche bis starke abnutzungserscheinungen wie kratzer am gehäuse, flecken und displaykratzer. es können sich leichte bis mittlere risse sowie starke dellen auf dem gehäuse befinden. technisch sind auch diese geräte in einem voll funktionsfähigen zustand! auch diese geräte werden von unseren it-spezialisten einem umfassenden refurbishing-prozess mit eine gründlicher reinigung und prüfung sämtlicher funktionen unterzogen.",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
asus,3668,$,other,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Virtual Reality Ready",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,nvidia,intel core i9 13th generation,,unknown,notebook/laptop,2560,1600,windows,ssd,2,tb,2,tb,18,32,gb
microsoft,181.5,$,other,"Touchscreen, Bluetooth, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",has a scarf mark on side and minor dent as per photo,other,i5,,unknown,notebook/laptop,,,unknown,ssd,128,gb,,unknown,13.5,8,gb
hp,227.8,$,other,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Force Touch Trackpad, Touch ID, Touchscreen, Wi-Fi",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel core i7 8th generation,,unknown,notebook/laptop,,,windows,ssd,,unknown,1,tb,13,,unknown
lenovo,170.9,$,other,"10/100 LAN Card,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","good condition, 3 months warranty",other,intel core i5 8th generation,1.6,GHz,notebook/laptop,1366,768,windows,ssd,,unknown,256,gb,15.6,8,gb
hp,619,$,other,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 12th generation,1.3,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,15.6,8,gb
dell,368.5,$,other,"10/100 LAN Card, Webcam integrated, Wi-Fi, Optical Drive, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.99,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,360,gb,14,,unknown
lenovo,327.8,$,other,"10/100 LAN Card, Bluetooth, Built-in Microphone, Widescreen Display, Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","nice condition, as pictured.",other,intel core i7,,unknown,notebook/laptop,,,windows,unknown,,unknown,256,gb,15.6,32,gb
other,2718,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,434,$,other,,Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",alle updates installiert!!! ausführlich getestet!!! neustes windows 11 (22h2) aus neuinstallation!,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lenovo,100,$,gray,"Bluetooth,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,amd a6,2.2,GHz,notebook/laptop,2560,1600,windows,ssd,,unknown,32,gb,14,16,gb
lenovo,445,$,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","an item in excellent, new condition with no wear. the item missing the original packaging.",nvidia,intel xeon e-2176m cpu,1.8,GHz,notebook/laptop,3840,2160,windows,ssd,,unknown,512,gb,15.6,32,gb
other,227.2,$,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lenovo,352.8,$,other,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 7th generation,3.1,GHz,notebook/laptop,1920,1080,windows,unknown,,unknown,240,gb,14,,unknown
other,330,$,other,,Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","gebraucht - gut: mittlere gebrauchsspuren möglich, z.b. geringe bildschirmflecken oder -kratzer am display. leichte abnutzungserscheinungen am gehäuse oder tastatur. keine risse oder brüche vorhanden. jedes gerät wurde von unseren it-spezialisten einem umfassenden refurbishing-prozess unterzogen. hierzu gehören eine gründliche reinigung und die prüfung sämtlicher funktionen. alle geräte sind technisch einwandfrei!",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
microsoft,191.1,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","windows 11 pro installed. if requested windows 10 pro can be installed. perfect working order inc. batteries. item is in good-usedcondition. screen is excellent, like new. no scratches or other blameshes on the screen. some marks/hair line scratches small dents, marks can be seen on the the external case/cover which doesn't affect working order. see picture for details. comes with charger and 6 month hardware warranty. uk backlit keyboard-base also included. supplied in a plain box with charger tablet and keyboard. platinum edition.",other,intel core i5,,unknown,other,,,windows,unknown,128,gb,128,gb,13.5,8,gb
other,340,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
